crop,soil_type,nitrogen_min,nitrogen_max,phosphorus_min,phosphorus_max,potassium_min,potassium_max,ph_min,ph_max,temp_min,temp_max,humidity_min,humidity_max,rain_min,rain_max,moisture_min,moisture_max,season
Jasminum G.,sandy,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year_round
Tagetes Er.,sandy_loam,80.0,100.0,80.0,100.0,80.0,100.0,6.5,7.5,15.0,30.0,50.0,60.0,500.0,700.0,40.0,50.0,year_round
Tagetes Pa.,sandy_loam,80.0,100.0,80.0,100.0,80.0,100.0,6.5,7.5,15.0,30.0,50.0,60.0,500.0,700.0,40.0,50.0,year_round
Rosa Hybrid,loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.0,7.0,15.0,28.0,50.0,60.0,600.0,800.0,50.0,60.0,year_round
Rosa Hybrid,loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.0,7.0,15.0,28.0,50.0,60.0,600.0,800.0,50.0,60.0,year_round
Chrysanthe.,sandy_loam,100.0,150.0,100.0,150.0,100.0,150.0,6.0,7.0,15.0,25.0,50.0,60.0,500.0,700.0,50.0,60.0,winter
Polianthes T,loamy,100.0,150.0,80.0,100.0,80.0,100.0,6.5,7.5,20.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,sum/rainy
Polianthes T,loamy,100.0,150.0,80.0,100.0,80.0,100.0,6.5,7.5,20.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,sum/rainy
Crossandra,sandy_loam,60.0,80.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,50.0,60.0,600.0,800.0,40.0,50.0,year_round
Hibiscus R.,loamy,80.0,100.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Nerium Olea.,sandy_loam,40.0,60.0,30.0,40.0,30.0,40.0,6.5,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,year_round
Nerium Olea.,sandy_loam,40.0,60.0,30.0,40.0,30.0,40.0,6.5,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,year_round
Tabernaemon.,loamy,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,60.0,80.0,800.0,1500.0,50.0,60.0,year_round
Michelia Ch.,clay_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,20.0,30.0,70.0,80.0,1500.0,2500.0,50.0,60.0,year_round
Mimusops El.,loamy,40.0,60.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,70.0,800.0,1500.0,40.0,50.0,year_round
Nelumbo Nuc.,silty,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,80.0,100.0,600.0,1000.0,100.0,100.0,year_round
Nelumbo Nuc.,silty,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,80.0,100.0,600.0,1000.0,100.0,100.0,year_round
Nymphaea N.,peaty,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,80.0,100.0,600.0,1000.0,100.0,100.0,year_round
Catharanthus,sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,40.0,50.0,kharif
Catharanthus,sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,40.0,50.0,kharif
Camellia Sin,red_laterite,100.0,150.0,40.0,50.0,60.0,80.0,4.5,5.5,15.0,25.0,70.0,90.0,2000.0,3000.0,70.0,80.0,year_round
Coffea Arab.,red_laterite,100.0,120.0,75.0,90.0,100.0,120.0,5.5,6.5,15.0,25.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year_round
Coffea Cane.,red_laterite,100.0,120.0,75.0,90.0,100.0,120.0,5.5,6.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year_round
Theobroma C.,clay_loam,100.0,120.0,40.0,50.0,100.0,120.0,6.0,7.0,25.0,30.0,80.0,90.0,1500.0,2000.0,70.0,80.0,year_round
Hevea Bras.,red_laterite,30.0,40.0,30.0,40.0,30.0,40.0,4.5,6.0,25.0,35.0,75.0,85.0,2000.0,3000.0,70.0,80.0,year_round
Cocos Nucif.,sandy,500.0,600.0,300.0,400.0,1000.0,1200.0,5.2,8.0,25.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year_round
Cocos Nucif.,sandy,500.0,600.0,300.0,400.0,1000.0,1200.0,5.2,8.0,25.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year_round
Areca Cat.,red_laterite,100.0,150.0,40.0,60.0,100.0,150.0,5.5,7.0,20.0,30.0,70.0,80.0,2000.0,3000.0,60.0,70.0,year_round
Elaeis Guin.,loamy,800.0,1000.0,400.0,500.0,1000.0,1200.0,5.5,7.0,25.0,35.0,75.0,85.0,2000.0,3000.0,70.0,80.0,year_round
Tectona Gr.,loamy,50.0,70.0,20.0,30.0,30.0,40.0,6.5,7.5,25.0,35.0,60.0,80.0,1200.0,2000.0,40.0,50.0,long_term
Azadirachta,sandy_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.2,7.0,25.0,40.0,40.0,60.0,400.0,1000.0,30.0,40.0,long_term
Eucalyptus T,sandy_loam,50.0,70.0,30.0,40.0,30.0,40.0,5.5,6.5,20.0,35.0,50.0,60.0,800.0,1200.0,40.0,50.0,long_term
Bambusa Vulg,loamy,40.0,60.0,20.0,30.0,20.0,30.0,5.0,6.5,20.0,35.0,60.0,80.0,1200.0,2500.0,50.0,60.0,long_term
Bambusa Vulg,loamy,40.0,60.0,20.0,30.0,20.0,30.0,5.0,6.5,20.0,35.0,60.0,80.0,1200.0,2500.0,50.0,60.0,long_term
Santalum Alb,red_laterite,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,60.0,600.0,1200.0,30.0,40.0,long_term
Casuarina Eq,sandy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,35.0,60.0,80.0,800.0,1500.0,40.0,50.0,long_term
Grevillea R.,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,6.5,15.0,25.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Leucaena L.,sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,long_term
Melia Dubia,red_laterite,40.0,50.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Tamarindus I,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.5,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Ficus Beng.,clay_loam,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Ficus Relig.,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1500.0,30.0,40.0,long_term
Pterocarpus S,red_laterite,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,50.0,500.0,1000.0,20.0,30.0,long_term
Dalbergia La,loamy,30.0,40.0,20.0,30.0,20.0,30.0,5.5,7.0,20.0,35.0,60.0,80.0,1000.0,2500.0,40.0,50.0,long_term
Swietenia M.,clay_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.5,20.0,30.0,60.0,80.0,1500.0,2500.0,50.0,60.0,long_term
Pennisetum P,loamy,150.0,200.0,40.0,60.0,40.0,60.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,1500.0,60.0,70.0,year_round
Pennisetum P,loamy,150.0,200.0,40.0,60.0,40.0,60.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,1500.0,60.0,70.0,year_round
Medicago Sat,loamy,20.0,30.0,80.0,100.0,40.0,60.0,6.5,7.5,15.0,25.0,40.0,60.0,500.0,800.0,40.0,50.0,rabi
Trifolium A.,clay,20.0,30.0,60.0,80.0,30.0,40.0,6.5,8.0,15.0,25.0,50.0,60.0,400.0,600.0,50.0,60.0,rabi
Panicum Max,sandy_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.0,25.0,35.0,60.0,70.0,800.0,1200.0,50.0,60.0,year_round
Brassica O.B,loamy,120.0,150.0,60.0,80.0,60.0,80.0,6.0,6.8,15.0,20.0,60.0,80.0,400.0,600.0,55.0,65.0,rabi
Lactuca Sat.,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,15.0,20.0,60.0,70.0,400.0,500.0,60.0,70.0,rabi
Apium Grav.,peaty,100.0,120.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,20.0,70.0,80.0,600.0,800.0,70.0,80.0,rabi
Asparagus O.,sandy_loam,80.0,100.0,40.0,60.0,60.0,80.0,6.5,7.5,15.0,25.0,50.0,60.0,500.0,700.0,50.0,60.0,spring
Allium Porr.,loamy,100.0,120.0,60.0,80.0,80.0,100.0,6.0,7.0,15.0,25.0,60.0,70.0,500.0,700.0,60.0,70.0,rabi
Pisum Sativ.,loamy,20.0,30.0,50.0,60.0,40.0,50.0,6.0,7.5,15.0,20.0,50.0,60.0,400.0,600.0,40.0,50.0,rabi
Phaseolus V.,loamy,40.0,50.0,60.0,80.0,40.0,50.0,5.5,6.5,15.0,25.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif/rabi
Vicia Faba,clay_loam,20.0,30.0,50.0,60.0,40.0,50.0,6.0,7.0,15.0,25.0,60.0,70.0,500.0,800.0,50.0,60.0,rabi
Cyamopsis T.,sandy_loam,20.0,30.0,40.0,50.0,20.0,30.0,7.0,8.0,25.0,35.0,40.0,50.0,300.0,400.0,30.0,40.0,kharif
Moringa Ole.,sandy_loam,50.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,year_round
Coccinia Gr.,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,6.5,25.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,year_round
Trichosanthe,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,sum/rainy
Cephalandra,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,sum/rainy
Musa X Par.,clay_loam,150.0,200.0,40.0,50.0,200.0,250.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year_round
Musa X Par.,clay_loam,150.0,200.0,40.0,50.0,200.0,250.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year_round
Syzygium Jam,clay_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,7.0,25.0,35.0,70.0,80.0,1500.0,2500.0,60.0,70.0,summer
Aegle Marme.,sandy_loam,50.0,60.0,30.0,40.0,30.0,40.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,800.0,30.0,40.0,summer
Syzygium Cum,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,summer
Grewia Asiat,sandy_loam,50.0,60.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,40.0,40.0,60.0,500.0,800.0,30.0,40.0,summer
Carissa Car.,sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,8.0,25.0,40.0,30.0,50.0,300.0,600.0,20.0,30.0,summer
Passiflora E,loamy,100.0,120.0,50.0,60.0,100.0,120.0,6.0,6.5,20.0,30.0,60.0,80.0,1000.0,2000.0,50.0,60.0,year_round
Macadamia I.,loamy,100.0,150.0,50.0,100.0,100.0,150.0,5.0,6.5,15.0,25.0,50.0,70.0,1000.0,2000.0,40.0,50.0,winter
Vanilla Pla.,loamy,50.0,75.0,30.0,40.0,50.0,75.0,6.0,7.0,25.0,30.0,80.0,90.0,2000.0,3000.0,70.0,80.0,year_round
Malus Domes.,clay_loam,100.0,150.0,50.0,75.0,100.0,150.0,5.8,6.5,15.0,24.0,60.0,70.0,1000.0,1500.0,50.0,60.0,summer
Pyrus Commu.,loamy,100.0,150.0,50.0,75.0,100.0,150.0,6.0,7.0,15.0,25.0,60.0,70.0,1000.0,1200.0,50.0,60.0,summer
Prunus Dom.,sandy_loam,80.0,100.0,40.0,50.0,80.0,100.0,5.5,6.5,15.0,25.0,50.0,60.0,800.0,1200.0,50.0,60.0,summer
Prunus Per.,loamy,80.0,100.0,40.0,50.0,80.0,100.0,6.0,6.5,15.0,28.0,50.0,60.0,800.0,1200.0,50.0,60.0,summer
Fragaria An.,sandy_loam,60.0,80.0,40.0,60.0,60.0,80.0,5.5,6.5,15.0,25.0,60.0,80.0,800.0,1200.0,60.0,70.0,summer
Morus Alba,loamy,150.0,200.0,50.0,70.0,50.0,70.0,6.5,7.0,20.0,30.0,60.0,80.0,600.0,1000.0,50.0,60.0,year_round
Maranta Aru.,sandy_loam,40.0,50.0,30.0,40.0,60.0,80.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Dioscorea A.,loamy,80.0,100.0,60.0,80.0,100.0,120.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Dioscorea E.,sandy_loam,60.0,80.0,40.0,60.0,80.0,100.0,5.5,6.5,25.0,32.0,60.0,70.0,800.0,1200.0,50.0,60.0,kharif
Coleus Parv.,sandy,40.0,60.0,40.0,50.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,kharif
Sechium Edul,loamy,80.0,100.0,40.0,60.0,60.0,80.0,5.5,6.5,15.0,25.0,70.0,80.0,1000.0,1500.0,60.0,70.0,perennial
Brassica Ol.,clay,80.0,100.0,50.0,60.0,50.0,60.0,6.0,7.0,15.0,25.0,60.0,70.0,500.0,700.0,50.0,60.0,rabi
Phaseolus Lu,loamy,20.0,30.0,40.0,60.0,30.0,40.0,5.5,6.5,15.0,25.0,60.0,70.0,600.0,800.0,50.0,60.0,rabi
Vicia Faba L,clay_loam,20.0,30.0,50.0,60.0,40.0,50.0,6.0,7.0,20.0,30.0,60.0,70.0,600.0,900.0,50.0,60.0,kharif/rabi
Lablab PurpL,sandy_loam,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,60.0,500.0,800.0,40.0,50.0,kharif
Canavalia G.,sandy_loam,10.0,20.0,30.0,40.0,20.0,30.0,5.5,7.5,25.0,35.0,50.0,60.0,600.0,1000.0,40.0,50.0,kharif
Mucuna PrurL,sandy_loam,20.0,30.0,40.0,50.0,20.0,30.0,5.5,7.0,25.0,35.0,60.0,70.0,800.0,1200.0,50.0,60.0,kharif
Psophocarpus,loamy,20.0,30.0,40.0,50.0,30.0,40.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Vigna UnguiY,sandy,20.0,30.0,40.0,50.0,20.0,30.0,5.5,7.5,25.0,35.0,60.0,70.0,600.0,1000.0,50.0,60.0,kharif/zaid
Luffa Cylind,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.5,7.0,25.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif/zaid
Cucumis Melo,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Amaranthus V,sandy_loam,60.0,80.0,30.0,40.0,30.0,40.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year_round
Amaranthus T,sandy_loam,60.0,80.0,30.0,40.0,30.0,40.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year_round
Amaranthus D,sandy_loam,60.0,80.0,30.0,40.0,30.0,40.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year_round
Amaranthus H,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year_round
Paddy (ADT 36),clay,120.0,150.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,kuruvai
Paddy (ADT 43),clay,120.0,150.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,kuruvai
Paddy (ASD 16),clay_loam,120.0,150.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,kar/samba
Paddy (CO 51),clay_loam,120.0,150.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,kuruvai
Paddy (Ponni),clay,150.0,175.0,50.0,60.0,50.0,60.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,thaladi
Paddy (CR 1009),clay,150.0,175.0,50.0,60.0,50.0,60.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,samba
Paddy (Seeraga),clay_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,samba
Paddy(Mappillai),clay_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,samba
Paddy (Kavuni),clay_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,samba
Paddy (Poonkar),clay_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,navarai
Paddy(Kullakar),clay_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,navarai
Paddy(Kichili),clay,100.0,120.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,samba
Paddy(Thooyam.),clay_loam,80.0,100.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,samba
Paddy (Anna 4),sandy_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,800.0,1000.0,60.0,80.0,dryland
Paddy(TKM 13),clay_loam,120.0,150.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,samba
Sorghum (CO 30),black,60.0,90.0,30.0,40.0,30.0,40.0,6.0,8.5,25.0,35.0,40.0,60.0,400.0,600.0,30.0,40.0,kharif/rabi
Sorghum (K 12),black,60.0,90.0,30.0,40.0,30.0,40.0,6.0,8.5,25.0,35.0,40.0,60.0,400.0,600.0,30.0,40.0,dryland
Pearl M. (CO 9),sandy_loam,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,40.0,50.0,400.0,600.0,30.0,40.0,kharif
Pearl M. (ICMV),sandy_loam,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,40.0,50.0,400.0,600.0,30.0,40.0,kharif
Finger M.(CO15),red_laterite,40.0,60.0,20.0,30.0,20.0,30.0,5.0,8.2,20.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif/rabi
Finger M.(CO14),red_laterite,40.0,60.0,20.0,30.0,20.0,30.0,5.0,8.2,20.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif/rabi
Foxtail(CO 7),sandy_loam,40.0,50.0,20.0,30.0,15.0,20.0,5.5,7.5,25.0,30.0,40.0,60.0,300.0,500.0,30.0,40.0,kharif
Little M.(CO 4),sandy_loam,20.0,30.0,15.0,20.0,15.0,20.0,5.0,7.5,25.0,35.0,40.0,50.0,300.0,400.0,30.0,40.0,kharif
Barnyard(CO 2),sandy_loam,30.0,40.0,15.0,20.0,15.0,20.0,5.5,7.5,20.0,25.0,50.0,60.0,400.0,600.0,35.0,45.0,kharif
Kodo M. (CO 3),sandy_loam,20.0,40.0,15.0,20.0,15.0,20.0,5.5,7.0,25.0,30.0,40.0,50.0,400.0,500.0,30.0,40.0,kharif
Red Gram(CO 8),loamy,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.5,20.0,30.0,50.0,60.0,600.0,800.0,40.0,50.0,kharif
Red Gram(VBN 3),loamy,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.5,20.0,30.0,50.0,60.0,600.0,800.0,40.0,50.0,kharif
Black Gram(ADT),clay_loam,20.0,25.0,40.0,50.0,20.0,30.0,5.5,7.5,25.0,35.0,60.0,70.0,400.0,600.0,30.0,40.0,rice_fallow
Black Gram(VBN),black,20.0,25.0,40.0,50.0,20.0,30.0,5.5,7.5,25.0,35.0,60.0,70.0,400.0,600.0,30.0,40.0,kharif/rabi
Green Gram(CO8),loamy,15.0,20.0,30.0,40.0,15.0,20.0,6.5,7.5,25.0,35.0,50.0,60.0,400.0,600.0,35.0,45.0,kharif/zaid
Green Gram(VBN),loamy,15.0,20.0,30.0,40.0,15.0,20.0,6.5,7.5,25.0,35.0,50.0,60.0,400.0,600.0,35.0,45.0,kharif/zaid
Cowpea (CO 9),sandy_loam,15.0,20.0,30.0,40.0,15.0,20.0,5.5,6.5,20.0,30.0,50.0,60.0,400.0,600.0,40.0,50.0,kharif/zaid
Horse Gram(CO1),sandy_loam,10.0,15.0,20.0,30.0,10.0,15.0,5.0,7.5,25.0,30.0,40.0,50.0,300.0,400.0,30.0,40.0,kharif/rabi
Bengal Gram(CO),black,15.0,20.0,30.0,40.0,15.0,20.0,6.0,7.0,15.0,25.0,40.0,50.0,300.0,450.0,30.0,40.0,rabi
Groundnut(VRI2),sandy_loam,20.0,30.0,40.0,60.0,60.0,80.0,6.0,6.5,25.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif/rabi
Groundnut(TMV13),sandy_loam,20.0,30.0,40.0,60.0,60.0,80.0,6.0,6.5,25.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif/rabi
Sesame (TMV 7),sandy_loam,30.0,40.0,20.0,30.0,20.0,30.0,5.5,8.0,25.0,35.0,50.0,60.0,400.0,600.0,30.0,40.0,kharif/zaid
Sesame (VRI 3),sandy_loam,30.0,40.0,20.0,30.0,20.0,30.0,5.5,8.0,25.0,35.0,50.0,60.0,400.0,600.0,30.0,40.0,kharif/zaid
Castor (YRCH 1),loamy,40.0,60.0,30.0,40.0,20.0,30.0,5.0,6.5,20.0,30.0,40.0,60.0,500.0,700.0,40.0,50.0,kharif
Sunflower(CO 2),black,60.0,80.0,40.0,60.0,40.0,60.0,6.5,8.0,20.0,30.0,50.0,60.0,500.0,700.0,40.0,50.0,kharif/rabi
Cotton (MCU 5),black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif
Cotton (MCU 7),black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,rice_fallow
Cotton (LRA),black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif
Cotton (Suvin),black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif
Sugarcane(CO86),clay_loam,250.0,300.0,75.0,100.0,100.0,150.0,6.5,7.5,27.0,38.0,70.0,85.0,1500.0,2500.0,60.0,70.0,annual
Sugarcane(COV),clay_loam,250.0,300.0,75.0,100.0,100.0,150.0,6.5,7.5,27.0,38.0,70.0,85.0,1500.0,2500.0,60.0,70.0,annual
Tomato (PKM 1),loamy,100.0,150.0,60.0,80.0,80.0,100.0,6.0,7.0,21.0,28.0,60.0,70.0,600.0,800.0,50.0,60.0,year_round
Tomato (CO 3),loamy,100.0,150.0,60.0,80.0,80.0,100.0,6.0,7.0,21.0,28.0,60.0,70.0,600.0,800.0,50.0,60.0,year_round
Brinjal (PLR 1),loamy,100.0,120.0,50.0,60.0,50.0,60.0,5.5,6.8,25.0,32.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif/rabi
Brinjal (MDU 1),loamy,100.0,120.0,50.0,60.0,50.0,60.0,5.5,6.8,25.0,32.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif/rabi
Chilli (K 1),black,120.0,150.0,60.0,80.0,60.0,80.0,6.0,7.0,20.0,30.0,50.0,65.0,600.0,800.0,40.0,50.0,kharif/rabi
Chilli (K 2),black,120.0,150.0,60.0,80.0,60.0,80.0,6.0,7.0,20.0,30.0,50.0,65.0,600.0,800.0,40.0,50.0,kharif/rabi
Chilli (PKM 1),black,120.0,150.0,60.0,80.0,60.0,80.0,6.0,7.0,20.0,30.0,50.0,65.0,600.0,800.0,40.0,50.0,kharif/rabi
Bhendi (CO 3),loamy,80.0,100.0,40.0,60.0,40.0,60.0,6.0,6.8,22.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif/zaid
Bhendi (Arka),loamy,80.0,100.0,40.0,60.0,40.0,60.0,6.0,6.8,22.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif/zaid
Onion (CO 4),sandy_loam,80.0,100.0,40.0,50.0,50.0,60.0,6.5,7.0,15.0,25.0,50.0,70.0,350.0,500.0,40.0,50.0,rabi
Onion (CO 5),sandy_loam,80.0,100.0,40.0,50.0,50.0,60.0,6.5,7.0,15.0,25.0,50.0,70.0,350.0,500.0,40.0,50.0,rabi
Tapioca (CO 2),sandy_loam,75.0,90.0,40.0,50.0,100.0,120.0,5.5,6.5,25.0,30.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Tapioca (H226),sandy_loam,75.0,90.0,40.0,50.0,100.0,120.0,5.5,6.5,25.0,30.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Sweet Pot(CO3),sandy_loam,60.0,80.0,40.0,60.0,80.0,100.0,5.5,6.5,21.0,27.0,60.0,70.0,700.0,1000.0,50.0,60.0,kharif
Cabbage (Hill),clay_loam,120.0,150.0,60.0,80.0,60.0,80.0,6.0,6.5,15.0,20.0,60.0,80.0,400.0,600.0,55.0,65.0,rabi
Cauli. (Hill),clay_loam,120.0,150.0,60.0,80.0,60.0,80.0,5.5,6.6,15.0,20.0,60.0,80.0,400.0,600.0,55.0,65.0,rabi
Carrot(Kuroda),sandy_loam,80.0,100.0,40.0,60.0,80.0,100.0,5.5,7.0,15.0,20.0,50.0,70.0,400.0,600.0,50.0,60.0,rabi
Beans (Ooty 2),loamy,40.0,50.0,60.0,80.0,40.0,50.0,5.5,6.5,15.0,25.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif/rabi
Garlic(Ooty 1),sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,15.0,25.0,50.0,60.0,400.0,600.0,45.0,55.0,rabi
Kale,sandy_loam,100.0,120.0,50.0,70.0,80.0,100.0,6.0,7.0,10.0,20.0,60.0,80.0,500.0,800.0,50.0,60.0,winter
Swiss Chard,loamy,100.0,120.0,50.0,70.0,80.0,100.0,6.0,7.0,10.0,25.0,60.0,80.0,500.0,800.0,50.0,60.0,winter
